"Collecteur","N°Famille","Famille","N°Genre","N°Espèce","Genre","Espèce","date récolte","Auteur","N° scan","Subsp.","Nb spécimens","Partie conservée","Intégrité","Etat","Dpt","Nom Dpt","Commune","Lieu dit","Lieu récolte","Habitat","remarques","remarques perso","Nom latin"
"Diard",72,"Rosaceae",10,563,"Comarum","palustre","05/06/1865","L.","0563_DIARD",,4,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"Baie de la Verrière",,,,"Comarum palustre L."
"Diard",72,"Rosaceae",11,564,"Fragaria","vesca","22/04/1867","L.","0564_DIARD",,4,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Orvault",,"Orvault",,,,"Fragaria vesca L."
"Diard",72,"Rosaceae",13,568,"Rubus","cæsius","24/05/1868"," L.","0568_DIARD",,2,"rameau + inflorescence","complet","B",49,"Maine-et-Loire","Liré","Les Fourneaux","Le Fourneau p. Lyré",,,,"Rubus cæsius  L."
"Diard",72,"Rosaceae",13,569,"Rubus","fruticosus","12/06/1870","L.","0569_DIARD",,2,"rameau + inflorescence","complet","B",44,"Loire-Atlantique","Anetz","La Contrie","La Contrie",,"Rubus fruticosus",,"Rubus fruticosus L."
"Diard",72,"Rosaceae",13,,"Rubus","sp.","05/1938 ; 06/1938",,"XX_0032_XX",,1,"tige + feuilles + inflorescence","complet","M",85,"Vendée","St-Michel-Chef-Chef",,"St Michel chef chef","Dans un buisson","flore Pleno _ duplicature naturelle _ adressée au Jardin des Plantes par le Museum d'Histoire Naturelle","non trouvée dans la flore","Rubus  "
"Diard",72,"Rosaceae",14,570,"Rosa","sempervirens","12/06/1876","L.","0570_(1)_DIARD",,4,"rameau + inflorescence","complet","B",85,"Vendée","Chaillé-les-Marais","Velluire","Gué de Velluire (Vendée)",,,,"Rosa sempervirens L."
"Diard",72,"Rosaceae",14,570,"Rosa","sempervirens","05/09/1879","L.","0570_(2)_DIARD",,1,"rameau + infrutescence","complet","B",44,"Loire-Atlantique","Le Cellier","Château Clermont","Parc du Château Clermont",,,,"Rosa sempervirens L."
"Diard",72,"Rosaceae",14,571,"Rosa","arvensis","21/05/1871","Huds.","0571_DIARD",,4,"rameau + inflorescence","complet","B",44,"Loire-Atlantique","Clisson",,"Clisson",,"Rosa arvensis L.",,"Rosa arvensis Huds."
"Diard",72,"Rosaceae",14,573,"Rosa","pimpinellifolia","29/05/1871","L.","0573_DIARD",,3,"rameau + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis","La Grée","Près la ferme de Grée",,,,"Rosa pimpinellifolia L."
"Diard",72,"Rosaceae",14,"573 quat","Rosa","pimpinellifolia","19/05/1872","L. ","0573_quat_DIARD","f. ripartii (Déségl.) Rouy",5,"rameau + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Batz-sur-Mer","La Govelle","Sables de la Govelle près le Pouliguen",,,,"Rosa pimpinellifolia L. f. ripartii (Déségl.) Rouy"
"?Diard",72,"Rosaceae",14,"573 bis","Rosa","pimpinellifolia","s.d.","L.","0573_XX"," f. spinosissima (L.) Koch",3,"rameau","incomplet","M",56,"Morbihan","(Quiberon)",,"Presqu'île de Quiberon","bois de pins de Penthièvre","syn Rosa pimpinellifolia L.",,"Rosa pimpinellifolia L. f. spinosissima (L.) Koch"
"Diard",72,"Rosaceae",14,574,"Rosa","stylosa","30/06/1871","Desv.","0574_(1)_DIARD",,1,"rameau + infrutescence","complet","M",44,"Loire-Atlantique","Ancenis",,"Environs d'Ancenis",,"Rosa leucochroa Desv.",,"Rosa stylosa Desv."
"Diard",72,"Rosaceae",14,574,"Rosa","stylosa","30/06/1871","Desv.","0574_(2)_DIARD",,2,"rameau + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Environs d'Ancenis",,"Rosa systyla Bast.",,"Rosa stylosa Desv."
"Diard",72,"Rosaceae",14,575,"Rosa","canina","21/05/1866","L.","0575_(1)_DIARD",,3,"rameau + inflorescence + infrutescence","complet","TB",44,"Loire-Atlantique","Paimbœuf",,"Paimbœuf",,,,"Rosa canina L."
"Diard",72,"Rosaceae",14,575,"Rosa","canina","30/06/1871","L.","0575_(2)_DIARD",,1,"rameau + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Environs d'Ancenis",,"Rosa dumalis",,"Rosa canina L."
"Diard",72,"Rosaceae",14,576,"Rosa","obtusifolia","30/06/1871","Desv.","0576_DIARD",,2,"rameau + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Environs d'Ancenis",,,,"Rosa obtusifolia Desv."
"Diard",72,"Rosaceae",14,"576 ter","Rosa","andegavensis","31/06/1871","Bast.","0576_ter_DIARD",,1,"rameau + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Environs d'Ancenis",,,,"Rosa andegavensis Bast."
"Diard",72,"Rosaceae",14,577,"Rosa","villosa","05/1872","L.","0577_(1)_DIARD",,1,"rameau + inflorescence","complet","TB",,,,,,,"Rosa mollissima _ Mr Lloyd",,"Rosa villosa L."
"Diard",72,"Rosaceae",14,577,"Rosa","villosa","05/1872","L.","0577_(2)_DIARD",,1,"rameau + inflorescence","complet","TB",,,,,,,"Rosa mollissima Fries. _ var. à fruit glabre _ Mr Lloyd",,"Rosa villosa L."
"Diard",72,"Rosaceae",14,578,"Rosa","tomentosa","08/08/1869","Smith","0578_(1)_DIARD",,3,"rameau + infrutescence","complet","TB",44,"Loire Atlantique","La Chapelle-Basse-Mer",,"Près la Chapelle Basse mer",,,,"Rosa tomentosa Smith"
"Diard",72,"Rosaceae",14,578,"Rosa","tomentosa","10/09/1871","Smith","0578_(2)_DIARD",,1,"rameau + infrutescence","complet","TB",44,"Loire-Atlantique","Bouguenais",,"Bouguenais",,,,"Rosa tomentosa Smith"
"Diard",72,"Rosaceae",14,578,"Rosa","tomentosa","25/05/1874","Smith","0578_(3)_DIARD",,1,"rameau + infrutescence","complet","TB",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,,"Rosa tomentosa Smith"
"Diard",72,"Rosaceae",14,580,"Rosa","rubiginosa","19/05/1872","L.","0580_DIARD",,2,"rameau + inflorescence + infrutescence","complet","B",44,"Loire Atlantique","Vallet","Le Pallet","Moulin de Boischaudeau près le Pallet",,,,"Rosa rubiginosa L."
"Diard",72,"Rosaceae",14,581,"Rosa","micrantha","27/08/1871","Smith","0581_(1)_DIARD",,1,"rameau + infrutescence","complet","B",44,"Loire-Atlantique","Campbon",,"Cambon",,,,"Rosa micrantha Smith"
"Diard",72,"Rosaceae",14,581,"Rosa","micrantha","13/06/1872","Smith","0581_(2)_DIARD",,1,"rameau + inflorescence + infrutescence","complet","B",49,"Maine-et-Loire","Bouzillé","Ste Catherine","Ste Catherine p. Lyré (Maine et Loire)",,,,"Rosa micrantha Smith"
"Diard",72,"Rosaceae",14,582,"Rosa","agrestis","30/06/1871","Savi","0582_DIARD",,1,"rameau + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Environs d'Ancenis",,"Rosa sepium Thuill.",,"Rosa agrestis Savi"
"Diard",72,"Rosaceae",14,,"Rosa","arvina","23/06/1872","Krocker.","XX_0033_DIARD",,1,"rameau + inflorescence","complet","B",,,,,,,"Mr Lloyd","non trouvée dans la flore","Rosa arvina Krocker."
"Diard",72,"Rosaceae",14,,"Rosa","bibracteata","24/06/1872","Bast.","XX_0034_DIARD",,3,"rameau + inflorescence","complet","B",44,"Loire-Atlantique","Couëron","Le Mortier","Le Mortier près Couëron",,"non trouvée dans la flore",,"Rosa bibracteata Bast."
"Diard",72,"Rosaceae",14,,"Rosa","collina","24/06/1872","Jacq.","XX_0035_DIARD",,2,"rameau + inflorescence","complet","B",44,"Loire-Atlantique","Couëron",,"Couëron",,"non trouvée dans la flore",,"Rosa collina Jacq."
"Diard",72,"Rosaceae",14,,"Rosa","urbica","02/06/1873","Lem.","XX_0036_DIARD",,1,"rameau + inflorescence","complet","TB",44,"Loire Atlantique","Thouaré-sur-Loire",,"Thouaré",,"non trouvée dans la flore",,"Rosa urbica Lem."
"Diard",72,"Rosaceae",15,583,"Pyrus","communis","25/05/1874","L.","0583_DIARD",,1,"rameau","complet","B",44,"Loire Atlantique","Vallet","Le Pallet","Le Pallet",,,,"Pyrus communis L."
"Diard",72,"Rosaceae",16,586,"Malus","acerba","24/04/1870","Mérat","0586_DIARD",,2,"rameau + inflorescence","complet","B",44,"Loire-Atlantique","Mauves-sur-Loire",,"Coteaux de Mauves",,"Pyrus malus L.",,"Malus acerba Mérat"
"Diard",72,"Rosaceae",17,588,"Sorbus","torminalis","14/05/1871","(L.) Crantz","0588_DIARD_1 ; 0558_DIARD_2",,2,"rameau","complet","B",44,"Loire-Atlantique","Carquefou","La Seilleraye","La Seilleraie",,"Pyrus terminalis (Erhr.)","les spécimens sont distribués sur 2 feuillets","Sorbus torminalis (L.) Crantz"
"Diard",72,"Rosaceae",17,589,"Sorbus","domestica","06/08/1871","L.","0589_DIARD",,1,"rameau","complet","B",44,"Loire-Atlantique","Orvault",,"Orvault",,"Pyrus domestica Smith",,"Sorbus domestica L."
"Diard",72,"Rosaceae",18,591,"Mespilus","germanica","05/08/1869","L.","0591_DIARD",,1,"rameau + infrutescence","complet","B",44,"Loire-Atlantique","Carquefou",,"Carquefou",,,,"Mespilus germanica L."
"Diard",72,"Rosaceae",19,592,"Cratægus","monogyna","30/04/1871","Jacq.","0592_DIARD",,2,"rameau + inflorescence","complet","B",44,"Loire-Atlantique","Oudon",,"Oudon",,"Crategus monogyna Jacq.",,"Cratægus monogyna Jacq."
"Diard",72,"Rosaceae",19,593,"Cratægus","lævigata","15/05/1870","(Poiret) DC.","0593_DIARD",,2,"rameau + inflorescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Environs d'Ancenis",,"Crategus oxyacantha",,"Cratægus lævigata (Poiret) DC."
"Diard",72,"Rosaceae",20,595,"Prunus","insititia","29/08/1875","L.","0595_DIARD",,2,"rameau + infrutescence","complet","B",44,"Loire-Atlantique","Nort-sur-Erdre","La Tomblehoux","Tomble houx",,,,"Prunus insititia L."
"Diard",72,"Rosaceae",20,596,"Prunus","spinosa","18/04/1870","L.","0596_DIARD",,2,"rameau + inflorescence","complet","B",44,"Loire Atlantique","Vallet","Le Pallet","Le Pallet",,,,"Prunus spinosa L."
"Diard",72,"Rosaceae",20,598,"Prunus","avium","25/05/1874","L.","0598_DIARD",,1,"rameau","complet","TB",44,"Loire Atlantique","Vallet","Le Pallet","Le Pallet",,,"couleurs excellentes !","Prunus avium L."
"Diard",72,"Rosaceae",20,599,"Prunus","cerasus","08/05/1870","L.","0599_DIARD",,2,"rameau + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Mauves-sur-Loire",,"Coteaux de Mauves",,,,"Prunus cerasus L."
"Diard",72,"Rosaceae",,,"Amelanchier","vulgaris","27/07/1873","Mœnch","XX_0037_DIARD",,1,"rameau + infrutescence","complet","B",77,"Seine-et-Marne","Fontainebleau",,"Forêt de Fontainebleau",,"non trouvée dans la flore",,"Amelanchier vulgaris Mœnch"
"Diard",73,"Fabaceae ",1,603,"Lupinus","reticulatus","20/06/1869","L.","0603_DIARD",,5,"rameau + infrutescence","incomplet","M",44,"Loire-Atlantique","Chéméré",,"près Chemeré",,,,"Lupinus reticulatus"
"Diard",73,"Fabaceae ",1,,"Cytisus","lupinus","10/06/1876","L.","XX_0038_DIARD",,5,"rameau","complet","B",85,"Vendée","Ste-Gemme-la-Plaine","Forêt de Ste-Gemme","Forêt de Ste Gemme (Vendée)",,"non trouvée dans la flore",,"Cytisus lupinus L."
"Diard",73,"Fabaceae ",2,604,"Genista","anglica","12/05/1867","L.","0604_DIARD",,5,"rameau + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,,"Genista anglica L."
"Diard",73,"Fabaceae ",2,605,"Genista","tinctoria","23/07/1865","L.","0605_DIARD",,4,"rameau + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Ancenis",,,,"Genista tinctoria L."
"Diard",73,"Fabaceae ",3,609,"Sarothamus","scoparius","18/04/1870","(L.) Wimmer et Koch","0609_DIARD",,1,"rameau + inflorescence","complet","B",44,"Loire Atlantique","Vallet","Le Pallet","Le Pallet",,,,"Sarothamus scoparius (L.) Wimmer et Koch"
"Diard",73,"Fabaceae ",6,612,"Ulex","europæus","18/04/1870","L.","0612_DIARD",,2,"rameau + inflorescence","complet","B",44,"Loire Atlantique","Vallet","Le Pallet","Le Pallet",,,,"Ulex europæus L."
"Diard",73,"Fabaceae ",6,613,"Ulex","minor","23/08/1868","Roth","0613_DIARD",,2,"rameau + inflorescence","complet","TB",44,"Loire-Atlantique","Nantes","La Jonelière","La Jonnelière",,,"couleurs très bien préservées","Ulex minor Roth"
"Diard",73,"Fabaceae ",7,615,"Ononis","natrix","20/06/1869","L.","0615_DIARD",,4,"rameau + inflorescence","complet","B",44,"Loire-Atlantique","Chéméré",,"près Chemeré",,,"l'un des spécimens est en 2 parties","Ononis natrix L."
"Diard",73,"Fabaceae ",7,616,"Ononis","repens","16/07/1865","L.","0616_DIARD",,4,"rameau + inflorescence","complet","B",44,"Loire-Atlantique","Rezé","Trentemoult","Trentemoult",,,"utilisation muséographique: Atout Sud, 27/03/08","Ononis repens L."
"Diard",73,"Fabaceae ",8,618,"Melilotus","alba","28/06/1868","Med.","0618_DIARD",,2,"rameau + inflorescence","complet","B",44,"Loire-Atlantique","Le Pouliguen",,"Le Pouliguen",,,,"Melilotus alba Med."
"Diard",73,"Fabaceae ",8,619,"Melilotus","officinalis","09/08/1868","(L.) Pall.","0619_(1)_DIARD",,5,"rameau + inflorescence + infrutescence","incomplet","B",44,"Loire-Atlantique","Nantes","Ile Videment","Ile Videment",,,,"Melilotus officinalis (L.) Pall."
"Diard",73,"Fabaceae ",8,619,"Melilotus","officinalis","12/06/1876","(L.) Pall.","0619_(2)_DIARD",,1,"rameau + inflorescence + infrutescence","complet","B",85,"Vendée","Chaillé-les-Marais","Velluire","Gué de Velluire Vendée",,"Melilotus arvensis",,"Melilotus officinalis (L.) Pall."
"Diard",73,"Fabaceae ",8,620,"Melilotus","altissima","16/06/1872","Thuill.","0620_(1)_DIARD",,2,"tige + inflorescence","complet","B",44,"Loire-Atlantique","Nantes",,"Prairie de la Madeleine Nantes",,"Melilotus officinalis Will.","utilisation muséographique: Atout Sud, 27/03/08","Melilotus altissima Thuill."
"Diard",73,"Fabaceae ",8,620,"Melilotus","altissima","23/07/1875","Thuill.","0620_(2)_DIARD",,1,"tige + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Pornic","Ste Marie","Ste Marie p. Pornic",,"Melilotus officinalis Will.","utilisation muséographique: Atout Sud, 27/03/08","Melilotus altissima Thuill."
"Figureau",73,"Fabaceae ",8,620,"Melilotus","altissima",11/08/2004,"Thuill.","0620_FIGUREAU","A SCANNER !!! Faire cartel",3,"tige + inflorescence + infrutescence","complet","TB",44,"Loire-Atlantique","Couëron",,"Couëron","Bord d'Etier (berge)",,"couleurs excellentes !","Melilotus altissima Thuill."
"Diard",73,"Fabaceae ",8,621,"Melilotus","indica","19/05/1872","(L.) All.","0621_(1)_DIARD",,1,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Le Pouliguen",,"Le Pouliguen",,"Melilotus parviflora Desf.",,"Melilotus indica (L.) All."
"Diard",73,"Fabaceae ",8,621,"Melilotus","indica","s.d.","(L.) All.","0621_(2)_DIARD",,2,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Le Pouliguen",,"Le Pouliguen",,"Melilotus parviflora _ Mr Migault",,"Melilotus indica (L.) All."
"Diard",73,"Fabaceae ",9,622,"Medicago","sativa","28/05/1865","L.","0622_DIARD",,2,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Couëron",,"Couëron",,,"l'un des spécimens est en 2 parties ; utilisation muséographique:  Atout Sud, 27/03/08","Medicago sativa L."
"Diard",73,"Fabaceae ",9,"623 bis","Medicago","falcata","23/07/1865","L.","0623_bis_DIARD_1 ; 0623_bis_DIARD_2",,4,"tige + inflorescence","complet","B",44,"Loire-Atlantique","Ancenis",,"Ancenis",,,"les spécimens sont distribués sur 2 feuillets","Medicago falcata L."
"Diard",73,"Fabaceae ",9,624,"Medicago","lupulina","21/05/1865","L.","0624_DIARD",,4,"tige + infrutescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,,"Medicago lupulina L."
"Diard",73,"Fabaceae ",9,625,"Medicago","orbicularis","13/06/1872","(L.) All.","0625_DIARD",,4,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","St Herblon","La Série","La Série, Ancenis",,"Medicago marginata Willd.",,"Medicago orbicularis (L.) All."
"Diard",73,"Fabaceae ",9,626,"Medicago","litoralis","19/05/1872","Rohde","0626_(1)_DIARD",,2,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Le Pouliguen",,"Le Pouliguen",,"Medicago striata Bast.",,"Medicago litoralis Rohde"
"Diard",73,"Fabaceae ",9,626,"Medicago","litoralis","01/06/1874","Rohde","0626_(2)_DIARD",,5,"plante entière + inflorescence + infrutescence","incomplet","B",85,"Vendée","Noirmoutier en l'Ile (Ile de Noirmoutier)","Du Fort Larron au Fort St Pierre","Du Fort Larron au Fort St Pierre à Noirmoutier",,"Medicago littoralis Rohde","3 fragments sont séparés des spécimens ; les spécimens sont distribués sur 2 feuillets","Medicago litoralis Rohde"
"Diard",73,"Fabaceae ",9,627,"Medicago","marina","28/06/1868","L.","0627_DIARD",,5,"partie aérienne + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","La Baule-Escoublac","Escoublac","Dunes d'Escoublae",,,,"Medicago marina L."
"Diard",73,"Fabaceae ",9,628,"Medicago","rigidula","04/06/1871","(L.) Desr.","0628_(1)_DIARD",,2,"plante entière","complet","B",44,"Loire-Atlantique","Couëron",,"Butte de Couëron",,"Medicago gerardi Willd.",,"Medicago rigidula (L.) Desr."
"Diard",73,"Fabaceae ",9,628,"Medicago","rigidula","13/06/1872","(L.) Desr.","0628_(2)_DIARD",,1,"plante entière + inflorescence + infrutescence","complet","B",49,"Maine-et-Loire","Liré",,"Lyré p. Ancenis (Maine et Loire)",,"Medicago gerardi Willd.",,"Medicago rigidula (L.) Desr."
"Diard",73,"Fabaceae ",9,629,"Medicago","minima","28/05/1865","(L.) Bartal.","0629_DIARD",,4,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Couëron",,"Délestage de Couëron",,,"utilisation muséographique:  Atout Sud, 27/03/08","Medicago minima (L.) Bartal."
"Diard",73,"Fabaceae ",9,630,"Medicago","arabica","30/04/1871","(L.) Huds.","0630_DIARD",,1,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Teillé","Cope-Choux","Copchoux",,"Medicago maculata Willd.",,"Medicago arabica (L.) Huds."
"Diard",73,"Fabaceae ",9,"631 quat","Medicago","polymorpha","28/06/1871","L. ","0631_quat_DIARD","var. apiculata Gren. et G.",3,"plante entière + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","Bourgneuf-en-Retz ; Ancenis","Le Collet","Le Collet p. Bourgneuf ; Ancenis",,,"les 2 collectes, Le Collet et Ancenis sont confondus sur le même feuillet, et renseignés sur 1 seul cartel","Medicago polymorpha L. var. apiculata Gren. et G."
"Diard",73,"Fabaceae ",9,"631 ter","Medicago","polymorpha","17/05/1869","L.","0631_ter_DIARD"," var. denticulata Gren. et G.",1,"tige + inflorescence + infrutescence","complet","B",44,"Loire-Atlantique","St-Nazaire","Ville-es-Martin","La Villemartin",,"Medicago denticulata ",,"Medicago polymorpha L. var. denticulata Gren. et G."
"Diard",73,"Fabaceae ",9,,"Medicago","tribuloïdes","08/1879","Lam.","XX_0039_DIARD",,1,"tige + infrutescence","complet","M",17,"Charente-Maritime","Chatellaillon-sur-Mer?",,"Lèdes de Chatelaillon Charente inf.",,"Mr Maupon","non trouvée dans la flore","Medicago tribuloïdes Lam."
"Diard",73,"Fabaceae ",10,632,"Trifolium","patens","21/05/1865","Schreb.","0632_DIARD_1 ; 0632_DIARD_2",,5,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","La-Chapelle-Heulin","Les Cléons","Les Cléons",,,"les spécimens sont distribués sur 2 feuillets","Trifolium patens Schreb."
"Diard",73,"Fabaceae ",10,633,"Trifolium","campestre","20/06/1869","Schreb.","0633_DIARD_1 ; 0633_DIARD_2",,3,"plante entière + tige + inflorescence","complet","B",44,"Loire-Atlantique","Arthon-en-Retz",,"Près Arthon",,,"les spécimens sont distribués sur 2 feuillets","Trifolium campestre Schreb."
"Diard",73,"Fabaceae ",10,"633 ter","Trifolium","campestre","07/05/1865","Schreb.","0633_ter_DIARD","var. pseudoprocumbens (Gmel.) Ash. et Gr.",3,"plante entière + inflorescence","complet","B",44,"Loire-Atlantique","Nantes","La Morinière","La Morinière",,"Trifolium procumbens ou minus Smith.",,"Trifolium campestre Schreb.var. pseudoprocumbens (Gmel.) Ash. et Gr."
"Diard",73,"Fabaceae ",10,635,"Trifolium","micranthum","22/05/1870","Viv.","0635_DIARD",,6,"plante entière + tige + inflorescence","complet","B",44,"Loire-Atlantique","Les Sorinières","La Maillardière","La Maillardière",,"Trifolium filiforme L.",,"Trifolium micranthum Viv."
